STUDENT_ID	ESSAY_ID	PLACEMENT_SCORE	PLACEMENT_LEVEL	UNIVERSITY: 	SEX: 	DEPARTMENT: 	AGE: 	DEGREE: 	YEAR_ADDED	YEAR_OF_COURSE: 	NATIVE_LANGUAGE: 	FATHERS_NATIVE_LANGUAGE: 	MOTHERS_NATIVE_LANGUAGE: 	LANGUAGE_SPOKEN_AT_HOME: 	AGE_STARTED_English:	YEARS_STUDYING_English: 	STAY_English_WHEN: 	STAY_English_HOWLONG_WEEKS: 	ABILITY_SPEAKING_English: 	ABILITY_UNDERSTANDING_English: 	ABILITY_READING_English: 	ABILITY_WRITING_English	OTHER_LANGUAGE	OTHER_LANGUAGE1_NAME	ABILITY_SPEAKING_LANGUAGE1: 	ABILITY_UNDERSTANDING_LANGUAGE1: 	ABILITY_READING_LANGUAGE1: 	ABILITY_WRITING_LANGUAGE1: 	OTHER_LANGUAGE2_NAME	ABILITY_SPEAKING_LANGUAGE2: 	ABILITY_UNDERSTANDING_LANGUAGE2: 	ABILITY_READING_LANGUAGE2: 	ABILITY_WRITING_LANGUAGE2: 			TITLE_COMPOSITION: 	RESEARCH_FOR_ESSAY: 	HOURS_RESEARCH: 	SOURCE_ENGLISH_INTERNET: 	SOURCE_ENGLISH_NEWS/MAGS: 	SOURCE_ENGLISH_BOOKS/ARTICLES: 	SOURCE_ENGLISH_TV/RADIO: 	SOURCE_SPANISH_INTERNET: 	SOURCE_SPANISH_NEWS/MAGS: 	SOURCE_SPANISH_BOOKS/ARTICLES: 	SOURCE_SPANISH_TV/RADIO: 	HOW_LONG_WRITE: 	WHERE_WRITE_ESSAY: 	LANGUAGE_TOOLS: 	BILINGUAL_DICT_BOOK	BILINGUAL_DICT_SOFT	BILINGUAL_DICT_INTERNET	ENGLISH_MO0_DICT_BOOK	ENGLISH_MO0_DICT_SOFT	ENGLISH_MO0_DICT_INTERNET	GRAMMAR_BOOK	GRAMMAR_SOFT	GRAMMAR_INTERNET	THES_BOOK	THES_SOFT	THES_INERNET	SPELLCHECKER: 	NATIVE_HELP: 	OTHER_RESOURCES: 	ESSAY_FILENAME: 
A250	A250-1	35	B1	UAM	female	Filología inglesa	20	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	12	12	2006	8	3	4	5	3	1	Italian	1	1	1	1	0	 	 	 	 			"Do you think that obligatory education should be up to 18 years, or not? Explain your reasons."	1	2 or 3	1	0	0	0	1	0	1	0	6	2	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0		A250-1.txt
A251	A251-4	31	B1	UAM	female	Filología inglesa	21	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	8	13	2007	1	3	4	3	3	1	French	2	2	2	2	Italian	3	4	5	4			The antitobacco law has recently implemented in Spain. Present a range of arguments about this.	1	3	1	1	1	1	1	1	0	0	1	2	1	1	0	1	1	0	1	1	0	0	0	0	0	1	0		A251-4.txt
A252	A252-1	59	C2	UAM	female	Filología inglesa	19	Filología inglesa	2007	year1	English and Spanish	Spanish	English	English and Spanish	from birth	19	"1988-1991, + 3 visits"	176	6	6	6	6	0						0	 	 	 	 			Suggest some solutions that you personally believe might [É]	1	0.5	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		A252-1.txt
A252	A252-2	59	C2	UAM	female	Filología inglesa	19	Filología inglesa	2007	year1	English and Spanish	Spanish	English	English and Spanish	from birth	19	1988-1991	176	6	6	6	6	0						0	 	 	 	 			Abortion - right or wrong? Discuss this issue from a variety of viewpoints.	1	3	1	0	0	0	0	1	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		A252-2.txt
A254	A254-1	28	A2	UAM	male	Filología inglesa	24	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	8	10			3	3	3	3	0						0	 	 	 	 			Solutions to reduce the traffic in Madrid	0	0	0	0	0	0	0	0	0	0	3	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0		A254-1.txt
A255	A255-1	40	B2	UAM	male	Filología inglesa	19	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	11	2006-2007	One year and a half	5	6	6	6	1	Catalan	3	6	6	3	0	 	 	 	 			I'd do it my way!	1	2	0	0	0	0	1	0	0	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		A255-1.txt
A255	A255-2	40	B2	UAM	male	Filología inglesa	19	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	11	2006-2007	One year and a half	5	6	6	6	1	Catalan	3	6	6	3	0	 	 	 	 			no information	1	1	1	0	1	0	0	0	1	0	4	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1		A255-2.txt
A256	A256-1	51	C1	UAM	male	Filología inglesa	22	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	13	2006	2 months	4	5	5	3	1	French	2	3	3	2	0	 	 	 	 			Personal opinion essay option A	1	2	1	0	0	0	1	1	0	0	1.5	2	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0		A256-1.txt
A257	A257-1	28	A2	UAM	female	Filología inglesa	21	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	8	12	2007	1 month	2	2	1	2	1	German	1	1	1	1	Italian	1	3	2	1			Traffic in Madrid	1		1	0	0	0	0	0	0	1	6	2	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0		A257-1.txt
A258	A258-1	48	C1	UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	11	2006	1 month	3	4	5	4	1	French	1	2	3	1	0	 	 	 	 			Do you think that obligatory education should be up to 18 years?	1	2	0	0	0	0	1	0	0	0	3	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0		A258-1.txt
A258	A258-2	48	C1	UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	11	2006	1 month	3	4	5	4	1	French	1	2	3	1	0	 	 	 	 			Abortion - right or wrong? Discuss this issue from a variety of viewpoints.	1	2	1	0	0	0	1	0	0	0	3	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0		A258-2.txt
A259	A259-1	46	B2	UAM	male	Filología Inglesa		Filología Inglesa	2007	year1	Flemish (Dutch)	Spanish	French and Spanish	"Dutch, Spanish"	6	13	2007	1 year	4	5	4	4	1	Flemish (Dutch)	6	6	6	6	0	 	 	 	 			How to solve traffic problems in Madrid	1	3	0	0	0	0	1	1	0	0	6	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0		A259-1.txt
A259	A259-2	46	B2	UAM	male	Filología Inglesa		Filología Inglesa	2007	year1	Flemish (Dutch)	Spanish	French and Spanish	"Dutch, Spanish"	6	13	2007	1 year	4	5	4	4	1	Flemish (Dutch)	6	6	6	6	0	 	 	 	 			Facing East	1	3	1	1	1	0	1	0	0	0	5	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0		A259-2.txt
A260	A260-1	50	C1	UAM	male	Filología inglesa	19	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	16	4	"2004, 2006"	"2004 - 1 week, 2006 - 1 month, 2006 - 3 weeks"	6	5	4	4	0						0	 	 	 	 			no information	1	1	1	0	0	0	1	0	0	0	3	2	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0		A260-1.txt
A260	A260-2	50	C1	UAM	male	Filología inglesa	19	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	16	4	"2004, 2006"	"2004 - 1 week, 2006 - 1 month, 2006 - 3 weeks"	6	5	4	4	0						0	 	 	 	 			Abortion - right or wrong? Discuss	1	2	1	0	0	0	0	0	0	0	3	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0		A260-2.txt
A261	A261-1			UAM	female	Filología Inglesa		Filología Inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish																						What do you think is responsable for the gender violence in our society?	1		0	0	0	0	1	1	0	0	5	2	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	Help from non-native speaker	A261-1.txt
A261	A261-4			UAM	female	Filología inglesa		Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish																						Solutions or measures to reduce the obesity	1		0	0	0	0	1	1	0	0	3	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0		A261-4.txt
A262	A262-1	48	C1	UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	4	14			4	5	4	4	1	Italian	3	3	4	3	0	 	 	 	 			Do you think that obligatory education should be up to 18 years or not?	1	1	1	0	0	0	0	1	0	0	3.5	2	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0		A262-1.txt
A262	A262-2	48	C1	UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	4	14			4	5	4	4	1	Italian	3	3	4	3	0	 	 	 	 			Abortion - right or wrong? Discuss this issue from a variety of viewpoints.	1	1.5	0	0	0	0	1	0	1	0	2	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0		A262-2.txt
A263	A263-1	38	B1	UAM	female	Filología inglesa	19	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	8	11	2006	4	3	5	5	5	0						0	 	 	 	 			Obligatory education	1	3	1	0	0	0	1	1	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Help from non-native speaker	A263-1.txt
A264	A264-1	36	B1	UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	3		2001	2	2	3	4	3	1	French	2	3	5	3	0	 	 	 	 			Suggest some solutions that you personally believe might reduce [É]	1	1	0	0	0	0	1	0	0	1	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0		A264-1.txt
A264	A264-2	36	B1	UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	3		2001	2	2	3	4	3	1	French	2	3	5	3	0	 	 	 	 			Abortion: Right or wrong?	1	2	1	0	0	0	0	1	0	1	3	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0		A264-2.txt
A265	A265-1	34	B1	UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish and Portuguese	Spanish and Catalan	Spanish	7	11			3	2	4	3	1	French	2	3	2	2	0	 	 	 	 			Teenagers education: privilege or obligation?	1	2	0	0	0	0	1	0	0	1	3.5	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		A265-1.txt
A265	A265-2	34	B1	UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish and Portuguese	Spanish and Catalan	Spanish	7	11			3	2	4	3	1	French	2	3	2	2	0	 	 	 	 			Abortion: right or crime?	1	1.5	0	0	0	0	1	0	1	0	5	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		A265-2.txt
A266	A266-1	43	B2	UAM	female	Filología inglesa	19	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	12	2006	40	4	4	3	3	1	French	2	2	2	2	0	 	 	 	 			Solutions to reduce the traffic problems	1	0.5	0	0	0	0	1	0	1	0	2.5	2	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	Help from non-native speaker	A266-1.txt
A266	A266-2	43	B2	UAM	female	Filología inglesa	19	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	12	2006	40	4	4	3	3	1	French	2	2	2	2	0	 	 	 	 			Abortion - right or wrong?	1	1	0	0	0	0	1	0	0	1	3	2	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	Help from non-native speaker	A266-2.txt
A267	A267-1	46	B2	UAM	female	Filología inglesa	17	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	5	12	"2007, 2006, 2005, 2004"	16 (visits)	5	6	4	5	1	French	4	5	4	3	Italian	2	3	3	2			Suggest some solutions that you personally believe might reduce the traffic problems in Madrid.	1	0.5	0	0	0	0	1	0	0	0	2	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0		A267-1.txt
A267	A267-2	46	B2	UAM	female	Filología inglesa	17	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	5	12	"2007, 2006, 2005, 2004"	16 (visits)	5	6	4	5	1	French	4	5	4	3	Italian	2	3	3	2			Abortion - right or wrong?	1	0.5	1	0	0	0	1	0	0	0	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0		A267-2.txt
A268	A268-1	43	B2	UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	9	8			3	5	5	4	1	Italian	2	4	4	1	0	 	 	 	 			Some possible solutions that I believe might reduce the traffic problems in Madrid	1	1	1	0	0	1	1	0	0	0	2	2	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0		A268-1.txt
A268	A268-2	43	B2	UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	9	8			3	5	5	4	1	Italian	2	4	4	1	0	 	 	 	 			Is the world a safer place a result of the war against terrorism?	1	1.5	1	1	0	1	0	0	0	0	2	2	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0		A268-2.txt
A269	A269-1	47	B2	UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Tagalog	Tagalog	Spanish and Tagalog	6	12	2005	12	4	4	3	3	1	Tagalog	5	6	6	5	0	 	 	 	 			Solutions to reduce the traffic in Madrid	1	1	0	0	0	0	1	0	1	0	3	2	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0		A269-1.txt
A269	A269-2	47	B2	UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Tagalog	Tagalog	Spanish and Tagalog	6	12	2005	12	4	4	3	3	1	Tagalog	5	6	6	5	0	 	 	 	 			Abortion - Right or wrong?	1	1	0	0	0	0	1	0	1	0	3	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0		A269-2.txt
A271	A271-1			UAM	female	Filología inglesa		Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish																						Spanish education system	1	3	1	0	0	0	1	0	1	0	0.5	2	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0		A271-1.txt
A271	A271-2			UAM	female	Filología inglesa		Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish																						Some solution to reduce traffic problems in Madrid	1	2	0	0	0	0	1	0	0	1	1	2	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0		A271-2.txt
A271	A271-3			UAM	female	Filología inglesa		Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish																						The inmigration	1	2	0	0	0	0	1	0	0	1	1	2	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0		A271-3.txt
A271	A271-4			UAM	female	Filología inglesa		Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish																						What three social issues do you think are the most worrying these days?	1	2.5	0	0	0	0	1	0	1	0	1	2	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0		A271-4.txt
A272	A272-1	48	C1	UAM	female	Filología inglesa	19	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	11	2004	3	3	4	4	4	1	French	3	4	4	4	0	 	 	 	 			Do you think that obligatory education should be up to 18 years or not?	1	2	0	0	0	0	1	0	0	0	6	2	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0		A272-1.txt
A272	A272-2	48	C1	UAM	female	Filología inglesa	19	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	11	2004	3	3	4	4	4	1	French	3	4	4	4	0	 	 	 	 			Abortion - Right or wrong? Discuss this issue from a variety of viewpoints.	1	1	0	0	0	0	1	0	0	0	4	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0		A272-2.txt
A274	A274-1	27	A2	UAM	female	Filología inglesa	17	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	8	8	2005	4	3	4	3	3	1	French	2	2	2	2	0	 	 	 	 			Suggest some solutions that you personally believe might reduce the traffic problems in Madrid	1	2	1	1	1	0	1	0	0	0	6	2	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	Help from non-native speaker	A274-1.txt
A274	A274-2	27	A2	UAM	female	Filología inglesa	17	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	8	8	2005	4	3	4	3	3	1	French	2	2	2	2	0	 	 	 	 			Abortion - Right or wrong?	1	2	1	0	1	0	1	0	0	0	5	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	Help from non-native speaker	A274-2.txt
A275	A275-1	28	A2	UAM	female	Filología inglesa	20	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	since primary	8			3	4	3	2	0						0	 	 	 	 			Suggest some solutions that you personally believe might reduce the traffic problems in Madrid	1	3	1	0	0	0	1	0	0	0	7	2	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0		A275-1.txt
A275	A275-2	28	A2	UAM	female	Filología inglesa	20	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	since primary	8			3	4	3	2	0						0	 	 	 	 			Abortion - right or wrong? Discuss this issue from a variety of viewpoints.	1	7	0	0	0	0	1	1	1	0	4	2	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0		A275-2.txt
A277	A277-1	56	C2	UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	12			5	5	5	5	1	Portuguese	3	4	4	2	French	3	3	3	3			Do you think that obligatory education shouuld be up to 18 years or not?	1	1	1	0	1	0	1	0	1	0	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	Help from non-native speaker	A277-1.txt
A277	A277-2	56	C2	UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	12			5	5	5	5	1	Portuguese	3	4	4	2	French	3	3	3	3			Abortion: Right or wrong?	1	2	1	0	1	0	0	1	1	0	2	2	1	1	0	1	1	0	1	0	0	0	1	0	1	1	0		A277-2.txt
A278	A278-1	42	B2	UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	12			3	4	4	2	1	French	4	4	4	2	0	 	 	 	 			Suggest some solutions that you personally believe might reduce the traffic problems in Madrid	1	1	0	0	0	0	1	0	0	1	6	2	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0		A278-1.txt
A278	A278-2	42	B2	UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	12			3	4	4	2	1	French	4	4	4	2	0	 	 	 	 			Abortion - right or wrong? Discuss this issue from a variety of viewpoints.	1	1.5	0	0	0	0	1	1	0	1	4	2	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0		A278-2.txt
A279	A279-1	54	C1	UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Italian	Italian	Spanish and Italian	7	11	2006	4	4	4	5	4	1	Italian	4	6	5	3	0	 	 	 	 			"Do you think that obligatory education should be up to 18 years, or not? Explain your reasons."	1	1	1	0	0	0	1	0	0	0	1.5	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0		A279-1.txt
A279	A279-2	54	C1	UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Italian	Italian	Spanish and Italian	7	11	2006	4	4	4	5	4	1	Italian	4	6	5	3	0	 	 	 	 			Abortion - Right or wrong?	1	2	1	0	0	0	0	0	0	0	1	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0		A279-2.txt
A282	A282-1			UAM	male	Filología inglesa	21	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	15	2007	1	3	5	4	3	1	Italian	2	3	3	2	0	 	 	 	 			"Discuss the issue of making euthanasia legal, considering several perspectives."	1	1.5	1	0	0	0	1	0	0	0	1	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0		A282-1.txt
A282	A282-2			UAM	male	Filología inglesa	21	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	15	2007	1	3	5	4	3	1	Italian	2	3	3	2	0	 	 	 	 			"In your opinion, which is the best transport?"	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0		A282-2.txt
A282	A282-3			UAM	male	Filología inglesa	21	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	15	2007	1	3	5	4	3	1	Italian	2	3	3	2	0	 	 	 	 			Discuss if abortiion must be legalized.	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0		A282-3.txt
A282	A282-4			UAM	male	Filología inglesa	21	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	15	2007	1	3	5	4	3	1	Italian	2	3	3	2	0	 	 	 	 			What do you think about negociating with terrorists?	0	0	0	0	0	0	0	0	0	0		2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0		A282-4.txt
A300	A300-1			UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	12	2006	4	4	5	5	4	1	French	3	3	3	3	German	1	1	1	1			Suggest some solutions that you personally believe might reduce the traffic in Madrid	1	2	1	0	1	0	1	1	1	0	5	2	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	Help from non-native speaker	A300-1.txt
A300	A300-2			UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	12	2006	4	4	5	5	4	1	French	3	3	3	3	German	1	1	1	1			Abortion - right or wrong?	1	3	1	1	0	0	1	1	1	0	5	2	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	Help from non-native speaker	A300-2.txt
A301	A301-1			UAM	male	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	8	10	2003	24	5	5	5	5	1	French	2	2	2	2	0	 	 	 	 			Solutions for traffic problems in Madrid	1	1	1	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0		A301-1.txt
A301	A301-2			UAM	male	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	8	10	2003	24	5	5	5	5	1	French	2	2	2	2	0	 	 	 	 			Abortion	1	1	1	0	0	0	0	0	0	0	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		A301-2.txt
A303	A303-1			UAM	male	Filología inglesa	18	Filología inglesa	2007	year1	English and Spanish	English	Spanish	"English, Spanish, French and German"	0	18		250+	6	6	6	6	1	French	5	5	5	5	Italian	2	2	2	2			The Problem of our Educational System's Minimun Schooling Age	1	1	1	0	0	0	1	1	0	0	1	2	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1		A303-1.txt
A304	A304-1			UAM	female	Filología inglesa	21	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	8	13			3	4	4	3	1	French	2	2	3	1	Finnish	2	2	2	1			Personal Opinion Essay: Solutions that I personally believe might reduce the traffic problems in Madrid.	1	0.5	0	0	0	0	1	1	0	0	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0		A304-1.txt
A304	A304-2			UAM	female	Filología inglesa	21	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	8	13			3	4	4	3	1	French	2	2	3	1	Finnish	2	2	2	1			Discussion Esssay: Viewpoints in favour and against abortion.	1	0.5	0	0	0	0	1	1	0	0	3	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0		A304-2.txt
A305	A305-1			UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	12	6	"2006, 2007"	6 (2 visits)	3	4	4	3	1	French	3	4	4	2	0	 	 	 	 			Obligatory education	1	2	1	0	0	0	0	0	1	0	3	2	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	Help from non-native speaker	A305-1.txt
A305	A305-2			UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	12	6	"2006, 2007"	6 (2 visits)	3	4	4	3	1	French	3	4	4	2	0	 	 	 	 			Abortion - right or wrong? Discuss this issue from a variety of viewpoints.	1	5.5	1	0	0	0	0	0	0	0	6	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	Help from non-native speaker	A305-2.txt
A306	A306-1			UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	12			3	3	3	3	1	French	2	3	3	2	Italian	1	1	1	1			"Do you think that obligatory education should be up to 18 years, or not? Explain your reasons"	1	3.5	0	0	0	0	1	1	0	0	2	2	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	Help from non-native speaker	A306-1.txt
A306	A306-2			UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	12			3	3	3	3	1	French	2	3	3	2	Italian	1	1	1	1			Abortion - right or wrong? Discuss this issue from a variety of viewpoints.	1	5	1	0	0	0	1	1	0	0	4	2	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	Help from non-native speaker	A306-2.txt
A307	A307-1			UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	12	"2003, 2004, 2005"	12 (3 visits)	4	4	3	3	1	Chinese	1	1	1	1	French	2	2	2	2			Improving the Educational System	0	0	0	0	0	0	0	0	0	0	5	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	Help from non-native speaker	A307-1.txt
A307	A307-2			UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	6	12	"2003, 2004, 2005"	12 (3 visits)	4	4	3	3	1	Chinese	1	1	1	1	French	2	2	2	2			Abortion's Controversy	1	2	0	0	1	0	0	0	0	0	5	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	Help from non-native speaker	A307-2.txt
A308	A308-1			UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish and English	1	17	2005 - 2007	78	6	6	5	5	1	French	4	5	4	4	0	 	 	 	 			Personal Opinion Essay . Obligatory should be up to 18 or not?	1	6	1	0	0	0	1	1	0	0	3.5	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0		A308-1.txt
A308	A308-2			UAM	female	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish and English	1	17	2005 - 2007	78	6	6	5	5	1	French	4	5	4	4	0	 	 	 	 			Abortion - Right or wrong?	1	2	1	0	1	0	1	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		A308-2.txt
A309	A309-1			UAM	male	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	10	8			3	3	4	4	1	Italian	5	4	5	5	0	 	 	 	 			Do you think that obligatoryÉ	1	4	1	0	0	0	1	0	0	0	2.5	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0		A309-1.txt
A309	A309-2			UAM	male	Filología inglesa	18	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	10	8			3	3	4	4	1	Italian	5	4	5	5	0	 	 	 	 			Abortion	1	4	1	0	1	0	1	0	1	1	4	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0		A309-2.txt
A311	A311-1			UAM	female	Filología inglesa	19	Filología inglesa	2007	year1	Spanish	Spanish	Spanish	Spanish	9	10	2006	1	3	3	3	2	1	French	2	2	2	2	0	 	 	 	 			Traffic problems	1	0.5	1	0	0	0	1	0	1	0	2	2	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0		A311-1.txt
